quizzes, solutions
200019008890403700060080030036590084004000009010207005007100002050300640002005010,273619458891453726465782931736591284524836179918247365387164592159328647642975813
008490620300500000401036780000060279000053400160009030030072001802000000007018950,758491623326587194491236785583164279279853416164729538935672841812945367647318952
060074100329005400010009602006000095100008004043000207902381700007650080000900003,568274139329165478714839652276413895195728364843596217952381746437652981681947523
008300007046058000702009504200090070054000019300001200000860300010070605900143000,598324167146758932732619584281596473654237819379481256427865391813972645965143728
008064750400302000090017000050090006003870092020003070700400500569000430104000608,218964753475382961396517284857291346643875192921643875782436519569128437134759628
004030192008701034090004000000400000500620087002085361907306000300170900620000050,764538192258791634193264875836417529519623487472985361947356218385172946621849753
006021430004608001030090000003060008020010300560700000050800246700050810090002503,986521437274638951135497682413265798827914365569783124351879246742356819698142573
470050802008601405105000000029040570004802030010090006060084001080030920302005000,476359812238671495195428763629143578754862139813597246967284351581736924342915687
010046097038200500609050400000067010120000009500800300004001002000723650360590000,215346897438279561679158423843967215126435789597812346754681932981723654362594178
906000080000008013002750006407320000800640301000091700001500900700000604050274008,936412587574968213182753496417325869895647321263891745341586972728139654659274138
785000900000007040090286010500009030008020001006730209403502806000460000072100053,785341962261957348394286715527819634938624571146735289413572896859463127672198453
050001000000593600064000030982000003000002800040906170000050280200069047037010506,359641728728593614164728935982175463671432859543986172496357281215869347837214596
000018003560402000091050070632700090084000060000081020740003085300590200050004701,427918653563472819891356472632745198184239567975681324746123985318597246259864731
501004000300020568080300000009006015000947030800003072002100009100070243060050000,521864397394721568687395124739286415215947836846513972472138659158679243963452781
610540200073100008200003009500600000000087014047210390089050020030700005400006080,618549237973162458254873169591634872362987514847215396789451623136728945425396781
000200000860713000309008014005000098008109600207040050040027085106930200500000003,751294836864713529329568714615372498438159672297846351943627185186935247572481963
820050094306100070900602100052076040009400020000030500007001080600904050200080360,821753694346198275975642138152876943739415826468239517597361482683924751214587369
000470000005008001731000068000309007004205080902140000520906370003000000400050920,869471532245638791731592468156389247374265189982147653528916374693724815417853926
200703098470005002090100006705800200080006150004090030568230000009600700300019000,251763498476985312893124576735841269982376154614592837568237941149658723327419685
501060000090020073003400108000307060006900004930018025060080012187005400205000090,571863249498521673623479158852347961716952384934618725369784512187295436245136897
001080300030069700000005024006504008500290076007010000090300605080000000270048190,451782369832469751769135824326574918518293476947816532194327685683951247275648193
009302005610000900500006430000260000090000056301400720000850071402109000050000804,749382615613547982528916437875261349294738156361495728936854271482179563157623894
001630200000704630340005008000040009060021000987000000029000350700100980600370102,571638294892714635346295718213847569465921873987563421129486357734152986658379142
160300500004210000007006089800071040506802007090040030003500470000020096289000301,168397524954218763327456189832971645546832917791645238613589472475123896289764351
020000180500074060609000003097060500804017000300850001406000200000930045010600037,723596184581374962649128753197463528854217396362859471436785219278931645915642837
601430900780006100300010026039005070200004000000290538000140200502700090000800364,621437985785926143394518726139685472258374619476291538863149257542763891917852364
020173000000050040907020306605091004800300050790800003080004200003012087004006109,426173598318659742957428316635291874842367951791845623189734265563912487274586139
780360000006100040001009007300002056070000804004905120650003000027040600900010285,785364912296157348431829567319482756572631894864975123658293471127548639943716285
000160590002408003690730000046003017350900040900670080008500206470000008000000030,783162594512498763694735821846253917357981642921674385138549276479326158265817439
005800034406000000780030162570401009600073000940000008090300500000069287002005010,215896734436217895789534162573481629628973451941652378197328546354169287862745913
000200510001094006030006002600403095087510004900007800109060070064002003500800020,496238517251794386738156942612483795387519264945627831129365478864972153573841629
004009080000300006015720004008006932430000501900502000050004003000160070006970820,324659187897341256615728394578416932432897561961532748759284613283165479146973825
070000401003010760690200080500001040060420800400307109080750003002946000050080920,275638491843519762691274385537891246169425837428367159984752613312946578756183924
000400680016903004002008037080590000200010490730840065003001000054600070600200500,397425681816973254542168937481596723265317498739842165923751846154689372678234519
153000004000000060040290080600470200010603008007081390580040000000000702209106005,153867924892314567746295183638479251915623478427581396581742639364958712279136845
090060008008710394403008600800502007060000042540900001907000000056107020010350700,195463278628715394473298615831542967769831542542976831987624153356187429214359786
900000506001290008400350002598007000000008050060930041040700029002000170670402300,923874516751296438486351792598147263314628957267935841145783629832569174679412385
000475000950000030002100806046207000087000094003800001000056070710008209069020043,638475912951682437472139856146297385287513694593864721324956178715348269869721543
008900300007006010400001567000109000000807046102040008805002090096350780300000402,618975324527436819439281567784169235953827146162543978845712693296354781371698452
890005720740302816000000003000008070264930000900516000006000940000021308030470061,893165724745392816612784593351248679264937185987516432126853947479621358538479261
001000503002090800870206009980400000034070090000005608040060035015304060009010700,691847523452193876873256419986421357534678291127935648248769135715384962369512784
002409380000003540390501700036000800720800064501060002000910070008200410065007000,652479381817623549394581726436192857729835164581764932243918675978256413165347298
000708304070900680004123090900050407620010500007092000380000000500004903042600001,295768314173945682864123795931856427628417539457392168389571246516284973742639851
043900000008046900000130520039007050001602030450890000106704000870000001000520068,243975186518246973967138524639417852781652439452893617126784395875369241394521768
043005080002001005750603010580302006304950000901704000000186930000000740000020501,143275689692841375758693214587312496364958127921764853475186932216539748839427561
503000800090700046007018200000540601060100020070002930020400000809206500401089700,513624897298735146647918253982543671365197428174862935726451389839276514451389762
000090086050006302072081000709000005324000190060040200000210560500600807080907030,143592786958476312672381954719823645324765198865149273437218569591634827286957431
002090040000015600370280000693000200805009071040030050000647005107020003460100008,512396847984715632376284519693571284825469371741832956238647195157928463469153728
350004000600003820040290600410908002803005010007320005001076030090000741000050008,352684197679513824148297653415968372823745916967321485281476539596832741734159268
067389000800000040020410900100095670370200000008600104009008052014007009605000030,467389215891752346523416987142895673376241598958673124739168452214537869685924731
708006024000028063000100905006375008400000000000980210002800070810053009093041000,738596124951428763264137985126375498489612537375984216542869371817253649693741852
004000900207300000500008621831450009700090002009106305060200004040010870305900000,684521937217369458593748621831452769756893142429176385168237594942615873375984216
030040089400019750000600000009102000867500002003004096790086200020350041050000800,132745689486219753975638124549162378867593412213874596791486235628357941354921867
237000060009070001005302400500006900084201030300940050000004608021800570000197000,237419865849675321165382497512736984984251736376948152793524618421863579658197243
004080032000060000506309400000800900490050010007204806010500027803706009042010500,974185632381462795526379481265831974498657213137294856619548327853726149742913568
007020003030004950020608100002860049000075600108003020009000507500906038000100400,417529863836714952925638174752861349394275681168493725649382517571946238283157496
100040970000807050902350800503060000480070006000204090640920031037000020090000540,158642973364897152972351864523169487489573216716284395645928731837415629291736548
000400730600350090080062400040200108102705009000046000870001064250000301000039050,925418736614357892387962415546293178132785649798146523873521964259674381461839257
030500001816302005900408000009006400200000807650000003028000010004105620500089300,432567981816392745975418236189736452243951867657824193728643519394175628561289374
039806702005000000086043010000100309507000000310580020000010274840920003060000008,139856742475291836286743915628174359597362481314589627953618274841927563762435198
800090020500028000400650370060700901309104080000000504008012000027503006030000490,813497625576328149492651378264785931359164287781239564648912753927543816135876492
000040003209050700653200089701030060000090040032801007508900004000075100000106290,187649523249358716653217489791534862865792341432861957518923674926475138374186295
000600401001790063020408500080062005053004000209107800610000000700000902502030007,975623481841795263326418579487362195153984726269157834614279358738546912592831647
027006000000005731800040200702560004360070890504308002008003006010090050030020100,127936548649285731853741269782569314361472895594318672478153926216897453935624187
630004200207580309050100000005200083002070615004003020901040068043600700800000000,638794251217586349459132876795261483382479615164853927921347568543618792876925134
030000280001700009040605701070080920800090156000254070006803000500002400490001063,637419285251738649948625731375186924824397156169254378716843592583962417492571863
005290071000031480490000000000300900506720040017608200850006000020900705103000006,385294671762531489491867532248315967536729148917648253859176324624983715173452896
004000063095004800007180500089400005000097210140360008000610450320500197000002000,814259763695734821237186549789421635563897214142365978978613452326548197451972386
300000054010020800002084910000450002006008107009601040901300560054000030680700009,398167254415923876762584913137459682546238197829671345971342568254896731683715429
000000021009645800073001000000020690300407010850003002080052004601004270005370009,568739421129645837473281956714528693392467518856913742987152364631894275245376189
620000000001500008070092004000840130006250000007031650960008710500079080040000903,624783591391564278875192364259846137136257849487931652963428715512379486748615923
003904600500000000049026070300007061080450003290080500000002056007300900020879100,873914625562738419149526378354297861786451293291683547938142756417365982625879134
020800050400100608600903701700000503902310007008064900060590104090020000057008006,321876459479152638685943721716289543942315867538764912263597184894621375157438296
700490102008010030009607080000050000170006204500040819000300700396800000050120640,735498162648512937219637485984251376173986254562743819421365798396874521857129643
600500002072304800000009010096015400803906270700800900020107060014000009500000038,689571342172364895435289617296715483853946271741823956928137564314658729567492138
710300000009006802000805047035000010962004003000900600203750008080020050601003079,718342596549176832326895147835267914962514783174938625293751468487629351651483279
090400070700010890004500201001300402608150030270080006000730008032806710000090500,196428375725613894384579261951367482648152937273984156419735628532846719867291543
204000036009803700005040090407050010150060820000000000300004601800010059000679002,284795136619823745735146298467258913153967824928431567392584671876312459541679382
000400387879050460306000000081009620002670001600300800000005090400781200527000030,215496387879153462346827915781549623932678541654312879168235794493781256527964138
890061057050090000000800034074050601100300025260000300007000109028500760640900080,893461257452793816716825934374258691189376425265149378537682149928514763641937582
900030000685000400047501020030700000810920560700406010000690143000157089002000070,921834756685279431347561928236715894814923567759486312578692143463157289192348675
009007003200006087100540060004109005008700920900032010537920000060400000001080300,689217453245396187173548269724169835318754926956832714537921648862473591491685372
600009702089406050510080000000200034107300008040015070200007600306040000008500923,634159782789426351512783496965278134127394568843615279291837645356942817478561923
790051000032004008806070014040000706000209100005060280500038009000100300007046050,794851632132694578856372914248513796673289145915467283561738429489125367327946851
050017080602503000800200009085090043073002800060040705000030062100000534000006170,354917286692583417817264359285791643473652891961348725748135962126879534539426178
107050400060004058030096720000670005604102900098000000503000084010047209009008010,187253496962714358435896721321679845654182973798435162573921684816547239249368517
003040695090000120106800000009200040000950307740060080071402900580300004060017000,823741695497635128156829473639278541218954367745163289371482956582396714964517832
008000070900601025504309010800200001000406900063700050400000690070000008290045000,618524379937681425524379816849253761752416983163798254485137692371962548296845137
700020010000000345005009600300008000864305000250096007917040050008001090540062780,736524918192687345485139672379218564864375129251496837917843256628751493543962781
004063100700002500006100098500010000021034050008900402902000045030070200180005930,894563127713892564256147398549218673621734859378956412962381745435679281187425936
607030000005200800300004010090108500000040907006520040870006402032007069100950030,617835294945261873328794615493178526251643987786529341879316452532487169164952738
007026000901400000020903085803010600000042001050309070406200008000080709200730450,587126943931458267624973185843517692769842531152369874476295318315684729298731456
000590800640007002020060017807603054090041000360809000903074200100000078000205100,731592846648317592529468317817623954295741683364859721983174265152936478476285139
000800015007009006105020084009003002200100030040750800020041070801630040090070050,932864715487519326165327984719483562258196437346752891523941678871635249694278153
200040000003090700080506100006080257950200000400000630070008014009132006305600008,291347865563891742784526193136489257957263481428715639672958314849132576315674928
904800200036010805000436001080020000007060030140705008090003150001002074270900000,914857263736219845852436791689324517527168439143795628498673152361582974275941386
004500907357002000600480100090010050208070000000340860070850010802031074000000309,184563927357192648629487135496218753238675491715349862973854216862931574541726389
000012006405000702030750000000903800600020013900076204300800000150407690049000071,798312546415689732236754189521943867674528913983176254367891425152437698849265371
080006020050730410013400809004060005060500030920170080002000300030209001708050900,487916523259738416613425879374862195861594237925173684192647358536289741748351962
100000300800130274706480000403005019008360050000014602950000008021900000000270065,142597386895136274736482591463725819218369457579814632957643128621958743384271965
800050002042000009693407000750200040060080700009600050401009320300008905070010060,817956432542831679693427581758293146264185793139674258481569327326748915975312864
030825000006000000900006104005000601700400039209070080004060700050900840800302510,431825967576194328982736154345289671768451239219673485124568793653917842897342516
008035091009401207400000830290500300043070006060098000500200600071004003600950070,728635491359481267416729835297546318843172956165398742534217689971864523682953174
500800004902050070060020080830410905005208310700000060600089000270003690040070003,517896234982354176364721589836417925495268317721935468653189742278543691149672853
200079306000200090001583000700460100005008030480900075906300048070000500020014007,248179356357246891691583724739465182165728439482931675916357248874692513523814967
049800002610004500300760010002900000103070940507016000050140098804002700000680005,749851632618324579325769814462938157183275946597416283256147398834592761971683425
130000047400010609027008005600109050050027000009600083040056100308000094000030200,136592847485713629927468315673189452854327961219645783742956138368271594591834276
020800160000020007500039004008750000040006590030004602001400389053170200086000001,329847165864521937517639824698752413742316598135984672271465389953178246486293751
001075006070480009400002300800300425003050007910000600500016700024009000006000832,381975246672483159459162378867391425243658917915724683538216794724839561196547832
560001094007000008009720306280030005004090160010604070408500007095003080300260000,562381794137946528849725316286137945754892163913654872428519637695473281371268459
780302900000000860060050103250480000930000007604007509000023005009570000300806240,781362954593741862462958173257489316938615427614237589846123795129574638375896241
000019030097250004401800500200900401980001000000360980010082007003005060600040105,852419736397256814461837529236978451984521673175364982519682347743195268628743195
900000024700503000823190000001050008400809060560400091009086700000200035034000106,915768324746523819823194657391652478472819563568437291159386742687241935234975186
000001049397500600000203800100000005004007261008029000500080000710360020026700490,285671349397548612461293857172436985934857261658129734543982176719364528826715493
409000000050002013061007009800400500040300007596021004080195030270004006003000008,429613875758942613361587249837469521142358967596721384684195732275834196913276458
001700500604009800200508306900003210000050609700002050810005004460030700002960003,381746592654329871297518346945683217128457639736192458813275964469831725572964183
025380600100600000008100572001000456060070800000900310800520030470000090302040008,925387641147652983638194572791238456563471829284965317819526734476813295352749168
047010000063082090902000508401057000600100257090003800000374006000600930080500402,847915623563482791912736548421857369638149257795263814259374186174628935386591472
108670003000010000200903080094000050700100026300080740007800900002005470853740600,148672593539418267276953184694237851785194326321586749467821935912365478853749612
035600000140290800802001060071403206000070030900500007060010382008904005007030100,735648921146297853892351764571483296624179538983562417469715382318924675257836149
180004500904000010000000602013068005000010070560903080600890200037256400009000007,186724539924635718375189642713468925498512376562973184641897253837256491259341867
700900510000000628060352700800004300006091087000030069080100245045709001030008000,724986513593417628168352794819674352356291487472835169987163245645729831231548976
006021030001009500000850600400000000570096010010570089002000008034007905890304072,956721834381649527247853691429138756578496213613572489762915348134287965895364172
075010280080004507600000034094002700006503800200000001300600040002090305047805009,475319286983264517621758934594182763716543892238976451359627148862491375147835629
000300097200905604390764100405608000080000009100007250030000042800010306670540000,546321897217985634398764125425698713783152469169437258931876542854219376672543981
400000000803007019009050476706003920080040000051960800200584030000030008000601204,475196382863427519129358476746813925982745163351962847297584631614239758538671294
085000007000907403700600100000820300000000295340006000109700020820350601006014800,485132967261987453793645182957821346618473295342596718139768524824359671576214839
089700005320004000501620907030009700068210300090000018400500000000080026070063109,689731245327954681541628937135849762768215394294376518416592873953187426872463159
600080203350007000080002690000070142420130000590060700060519800000003970048000010,679481253352697481184352697836975142427138569591264738763519824215843976948726315
000852007500700468073004010006080359057200000300090004109078002408010603000400090,614852937592731468873964215246187359957243186381695724169378542428519673735426891
000050026047900000300601800064800305090200700008000090003780040001002637500400902,819357426647928153352641879264879315195234768738165294923786541481592637576413982
800250600003908702140070050036040000900000080200001906008060497059300001070002008,897254613563918742142673859736849125915726384284531976328165497459387261671492538
300070040190006082008214350640000100007080026900702000870930000000000060003040507,325879641194356782768214359642593178537481926981762435876935214459127863213648597
008306500072840060900107000000000106600084970043000002300512004804090000160070000,418326597572849361936157428289735146651284973743961852397512684824693715165478239
009007000058120040300080006001090520000740108805600003400070300020854097000006001,219467835658123749374589216761398524932745168845612973486971352123854697597236481
070000023000280010509070004051009000796028040802001700005300096000904800034060005,178496523463285917529173684351749268796528341842631759285317496617954832934862175
870000003600200051025061840000630500008007002953000100000908407002510308009004060,871495623694283751325761849217639584468157932953842176536928417742516398189374265
000010946700200050080405200050096100030000000009027083306002009210003468400050070,523718946764239851981465237857396124632184795149527683376842519215973468498651372
000078023901030804000406000100500036030782400490060500000050200802001070056004301,564978123971235864283416957128549736635782419497163582319657248842391675756824391
509008700200500034470012050000046000008309015007200390802061940004000601300000008,519438762286597134473612859935146287628379415147285396852761943794853621361924578
007090061000832040309706002001900086450100000200058000080000000012500408570603100,827495361165832947349716852731924586458167293296358714983241675612579438574683129
150890300347100500000000024200460080006750001000009607060005000809602410004010009,152894376347126598698537124275461983986753241413289657761945832839672415524318769
008090400250004816000000093000600008704053000003912040042005730067038102100000000,318296475259374816476581293591647328724853961683912547842165739967438152135729684
070692000050300007094070103200046000530700940000900508023008406708030010100200300,371692854852314697694875123289546731536781942417923568923158476768439215145267389
043060910890350067200180030489010005700002090000005403020096800017000000000400602,543267918891354267276189534489613725735842196162975483324796851617528349958431672
000008034700900800062743500003005040059072600200600190046010020027000900100300000,591268734734951862862743519613895247459172683278634195946517328327486951185329476
081000960700530400340608000056070820093400000000100005200009037000002509070000008,581247963769531482342698751156973824893425176427186395214859637638712549975364218
307400080002007590080002031200809000076030008000500410059041003804060200700050006,397415682162387594485692731241879365576134928938526417659241873814763259723958146
000510060080407002405680093600040238020090100073000600007803050309071000100000000,732519864986437512415682793691745238824396175573128649247863951359271486168954327
800000702205080046490300000009506000040071630030240018608000421000620000000100907,863415792215987346497362185189536274542871639736249518658793421971624853324158967
600000050275008300003120006000009010940003800051740000009452008100600020030090467,618374952275968341493125786327589614946213875851746293769452138184637529532891467
200408006018005090470036000080070004340100800000600107030009052950000301002300700,293418576618725493475936218186573924347192865529684137731849652954267381862351749
508070001031450080000003029040361000960740300020085007050000802700008050000090064,598276431231459786476813529847361295965742318123985647659134872714628953382597164
009840160100905702000010050020003040916480000305060007400000008078000906600150300,759842163164935782283716459827593641916487235345261897431679528578324916692158374
601002700350000040800390060090240035000030000004570800006401007085000100000720986,641852793359617248872394561197248635568139472234576819926481357785963124413725986
040100050500803000069200401450020000100005906302708000005000670020009803730010002,243196758571843269869257431456921387187435926392768145915382674624579813738614592
630091007007542001020000080000035690804700200500000104049050006078900030200100700,635891427987542361421376985712435698864719253593628174349257816178964532256183749
405009060030816070080000200007200086600075000200003009700060014509042030010900050,475329168932816475186754293347291586698475321251683749723568914569142837814937652
006400000005080100020005093104590006000010080300600405260000300900123608000800709,896431572735289164421765893174598236652314987389672415268957341947123658513846729
004200563800730109200600000000040005023001046009000078705382090310097000090005800,974218563856734129231659784687943215523871946149526378765382491318497652492165837
800920300410800060009005042047500900000701600268030107020090730000007000905340008,856924371412873569739615842147562983593781624268439157624198735381257496975346218
700620040309080000040050231400907060600200809015000720063004570008030000200006100,751623948329481657846759231482917365637245819915368724163894572578132496294576183
580000009001097200007300610600070400002000500703102080060804090100059002809016340,586421739341697258927385614698573421412968573753142986265834197134759862879216345
000700190020680007003200560402300700100090000069870000630000001507108420080035900,846753192925681347713249568452316789178592634369874215634927851597168423281435976
000074020000006001700010953567900080800000035001280000009003072105040000304620008,913574826258396741746812953567931284892467135431285697689153472125748369374629518
090037204008000000200008609934100050020000800001092063600500300087009045500010070,195637284468921537273458619934186752726345891851792463619574328387269145542813976
000086130750304000100070006040095200321000004005000780004009615083200400000600020,492586137756314892138972546847195263321768954965423781274839615683251479519647328
009006435010003080000590020250009600080740500043800100800050004602001007074600309,729186435415273986368594721257319648186742593943865172831957264692431857574628319
100609020005100040640008003012000070090400500570803901700500038920010007003002006,137649825285137649649258713812965374396471582574823961761594238928316457453782196
002008019060000003004907200703500006010000020500283400980674100030009050600050097,372468519869125743154937268723541986418796325596283471985674132237819654641352897
000007360040950100100836050700100030008000400004280096801760000079500002050020008,285417369643952187197836254762194835938675421514283796821769543379548612456321978
027500086060002049500034000809300007000900410740018050300807002000050060001029700,427591386163782549598634271819345627235976418746218953354867192972153864681429735
046025010009300804508901000900070682032004000000050400001082307400006905700030060,346825719219367854578941236954173682832694571167258493691582347483716925725439168
400007090020019003017420006008500230206000450040130070300080060090001805702960000,463857192825619743917423586178546239236798451549132678351284967694371825782965314
062530007000090130000804002904006700018420050030018000209007083003065970100000400,462531897587692134391874562924356718718429356635718249259147683843265971176983425
000908010400300090030250704026080000703000102900007605680509007102830006090000040,267948513451376298839251764526183479743695182918427635684519327172834956395762841
084650109025071000700900200608000090000104002032090807000809060470200000010000305,384652179925371486761948253648723591597184632132596847253819764476235918819467325
020430000000008015904001602130200750050000068708300000300010980010607000205090074,521436897673928415984751632136284759452179368798365241347512986819647523265893174
001070340600000020039058700007860400200490507903005001500986000000000160080032004,821679345675314829439258716157863492268491537943725681514986273392547168786132954
010050060300800402700904008000361900002570084900000630460087050080000791050200000,814752369395816472726934518548361927632579184971428635469187253283645791157293846
403090500700805061005741023050429000000003800642000050087002630000610090090000070,413296587729835461865741923358429716971563842642178359187952634534617298296384175
000380945058060003040790260090850120000002007301940000075106800000000000019030402,267381945958264713143795268796853124584612397321947586475126839832479651619538472
905070032670000000008106509020005047304009100000042800280060310703890005001004000,915478632672953481438126579826315947354789126197642853289567314743891265561234798
030002600400000108760340050900608027500079080006200300010003840007400091204905000,135892674492567138768341952941638527523179486876254319619723845357486291284915763
049005000000067021170000040020046009063009000800510300704893006000200080005070100,649125738358467921172938645521346879463789512897512364714893256936251487285674193
002300465409007000008000001000008002610090040087103900000054309300026070750000008,172389465469517283538462791945678132613295847287143956826754319391826574754931628
092000004001060300078034029000240080569001002000300107905080060040007000016509800,392758614451962378678134529137245986569871432284396157925483761843617295716529843
005400607304009002000007080007905460800012000039600001020070003408001700060080150,185423697374869512692157384217935468846712935539648271921576843458391726763284159
080000650600094080104800320300700268502130007090006100000500000423007010007003400,289371654635294781174865329341759268562138947798426135916542873423987516857613492
300600540502980006000054020030002009014000073070009680006003017891405300000800400,389627541542981736167354928638742159914568273275139684456293817891475362723816495
915000007020040080040761000080007300400608000036005290003020500200906001050803004,915382467627549183348761952581297346492638715736415298863124579274956831159873624
006002508510060430403010700300045009002007650009800007960001000100080204007300060,796432518518769432423518796371645829842197653659823147964271385135986274287354961
569000400000947030300020010090004060674210008020000003001080076002009500400005102,569831427218947635347526819893754261674213958125698743951482376732169584486375192
000001000809045000070602350030010620400207003506000800000090200602803047095000160,253971486869345712174682359937518624481267593526439871748196235612853947395724168
060350140570000080080027309000003804400592003007100020320000000000016500801400670,962358147573941286184627359295763814418592763637184925326875491749216538851439672
007400003020060050860015790600900002091020840080340015000004600904072000500800027,157498263429763158863215794645981372391527846782346915278154639934672581516839427
006940852300070000089001030038000406000800290507690000040006900002300048105002067,716943852354278619289561734938125476461837295527694183843756921672319548195482367
508060903940002807016003020200401090000800701065000008809000030050230000400097605,528764913943512867716983524287451396394826751165379248879645132651238479432197685
007602000914305070060001084200096800000800500081034200070000050003000490650019003,837642915914385672562971384245196837396827541781534269479263158123758496658419723
010050400460102030500600790004080902028000007100409503083074050000000000001930060,819357426467192835532648791354786912928513647176429583683274159295861374741935268
000300040070650908802009005000073650600800002504000030029100080008406203016002000,965328741173654928842719365281973654637845192594261837429137586758496213316582479
000170300008000107003980026100030290527000000060000014000829003850600001900507040,645172389298364157713985426184736295527491638369258714471829563852643971936517842
704200500056700030209008067908050040400030020003006801010000000000001972800642003,784263519156794238239518467928157346461839725573426891312975684645381972897642153
060400237030000800974000001002609070000050306058013000409001020713902500000800409,861495237235176894974328651342689175197254386658713942489561723713942568526837419
800070902400060005035001080050420800042008059000017060000003070300250100609084000,861375942497862315235941687756429831142638759983517264528193476374256198619784523
850040960000002000374050000508003009060900020030107480901000700045008300620794001,852341967196872534374659218518423679467985123239167485981536742745218396623794851
520100407800090000310008060407300095080600740900001030000905003205040006090206800,529163487876594321314728569467382195183659742952471638648915273235847916791236854
005030000074605810690048023100000008000087300020060047060300970049000001010270000,285931764374625819691748523137492658456187392928563147862314975749856231513279486
003754020800091045009000700470000809100003000302600450008010002901207300060500080,613754928827391645549862713476125839185943276392678451738416592951287364264539187
007006050500024900690580020000051280849060030050000407004090071010302008063070000,427916853538724916691583724376451289849267135152839467284695371715342698963178542
850240130903060080070009400502006300000810000080700516100000740024030000600100092,856247139943561287271389465512496378367815924489723516198652743724938651635174892
030460700070209600401085090200008100015020009300000004800106402009002030007040005,932461758578239641461785293294358167715624389386917524853196472149572836627843915
000003400410060870007102506006000091002098300740301005098005063000280000560000120,625873419413569872987142536836754291152698347749321685298415763371286954564937128
005083006620007009904600018009028007013000850060000000700030095501460300000200400,175983246628147539934652718459328167213796854867514923742831695581469372396275481
049000017005700800020801093000080369050106280004009000060903750010040000302007600,849362517135794826726851493271485369953176284684239175468923751517648932392517648
700009002003100050562340090004060027018290000000000006900720180020006304007584000,781659432493172658562348791354861927618297543279435816946723185825916374137584269
170042960480630020000809010000080140000096730065310002500407000320000400008050009,173542968489631527256879314932785146814296735765314892591427683327968451648153279
008025000003000056601908004200090080010400600090750201000800047546003090000010002,478625913923147856651938724267391485315482679894756231132869547546273198789514362
200000409003105067860030050005807002416200085000000000020340000070080910030719004,251678439943125867867934251395867142416293785782451396129346578674582913538719624
004000010750600802000203009500008000048097000076040350090001763020780500160900000,234879615759614832681253479512368947348597126976142358895421763423786591167935284
080007002301000009000980610170004200005806400830790065400500030000031007920000040,689147352341265789752983614176354298295816473834792165417529836568431927923678541
380016050500003064040200100003005090009084207210060000100070083005930401002000600,387416952521893764946257138473125896659384217218769345194672583765938421832541679
002146000006350007900700050000007208079508003001960040000200300014000980200030016,752146839186359427943782651635417298479528163821963745568291374314675982297834516
009108037042300900000005100000000400024000563036270000070590080005086004960030700,659148237142367958387925146891653472724819563536274819473592681215786394968431725
070001030000040600104508020000297160050100890000053000007300000091076050806900402,978621534325749681164538729483297165752164893619853247547382916291476358836915472
030502047000060300080003290000300610207008000600094005100450960000100800794000020,936582147472961358581743296849375612257618439613294785128457963365129874794836521
000100820060790000000005007205670400100009036000804950308460010001000504900020060,579146823863792145412385697295673481184259736736814952358467219621938574947521368
700004000180020650000800032050701000028000105300600400200160009036009007490305800,762534981183927654549816732954781263628493175317652498275168349836249517491375826
000800005940010000000054370004901000701630480652070000030002608508007091109000700,273869145945713826816254379384921567791635482652478913437192658568347291129586734
000304160600000049901000308450207003800006070060050001300705010104060095070040802,285394167637581249941672358459217683812936574763458921398725416124863795576149832
200003000096200108710480056000521049340070000000008010002760500005000063804100702,258613974496257138713489256687521349341976825529348617932764581175892463864135792
070920163000000000503084020600800000490100805000000039200060301150490006008250700,874925163926317548513684927635879412492136875781542639249768351157493286368251794
070000385038601000029000700007042650860050070200030000100063940045900001000008032,671294385538671429429385716917842653863159274254736198182563947345927861796418532
308000020007006008405030609914050000000400002070080130206940701009207460000805000,368194527197526348425738619914352876683471952572689134256943781839217465741865293
780090650300004007091008000968005010000200040000176380003001200506007904400500000,784392651352614897691758423968435712137289546245176389873941265516827934429563178
580100000900076400042098000000007002860002017003000650004700083620003905050040170,586124739931576428742398561415637892869452317273981654194765283627813945358249176
030002097086390004000800650070000405000200389900401002000000071240156000098000000,431562897586397124729814653872639415614275389953481762365948271247156938198723546
000030000080005790600428010840790360310000200009050080070180904054006130000040020,521937846483615792697428513842791365315864279769352481276183954954276138138549627
030001200014300086002050070040078063080940000009106058021007000097000640300082009,538761294714329586962854371145278963683945127279136458421697835897513642356482719
900340200081796000005012000000058090060070003007200150010403068038060000002009047,976345281281796435345812679123658794564971823897234156719423568438567912652189347
600130000041000060200047800000904007005006320019000056590000008037200010000398200,678139542941582763253647891326954187485716329719823456592471638837265914164398275
080000003031082060260900007003070040520009308000040906700005489040016050800000001,487651293931782564265934817693278145524169378178543926716325489349816752852497631
009027806065010040704008009003080900000300400000176080058000600100042075037095010,319427856865913742724568139573284961681359427942176583258731694196842375437695218
430067002050193048000004009120050807006000104070080000908700600210640000007200003,439867512652193748781524369124956837896372154375481296948735621213648975567219483
405000093006800210200070086017250460840000005009300000020093007090004150004601002,485162793976835214231479586317258469842916375569347821128593647693724158754681932
000740500508630007900200040006800200020050309793000001300900182207006000410008030,632749518548631927971285643156893274824157369793462851365974182287316495419528736
001065204204087000030000001040000060905003807008291050009002046080010379050036000,871365294294187635536429781143758962925643817768291453319872546682514379457936128
000000050025610400100020086830705900060000000042003010780100604400809107009000035,678394251325618479194527386831745962967281543542963718783152694456839127219476835
500041280200967004703050009080436020070009413000000006130020050002000600409508070,596341287218967534743852169981436725675289413324175896137624958852793641469518372
